grupa20,CAF,0.0,0
grupa20,CAS,0.0,0
grupa20,CD,0.00947867298578,2
grupa20,CO,0.0758293838863,16
grupa20,CS,0.0,0
grupa20,CSD,0.0,0
grupa20,CU,0.00947867298578,2
grupa20,DAL,0.0,0
grupa20,FE,0.00947867298578,2
grupa20,FE2,0.0,0
grupa20,GA,0.0,0
grupa20,HG,0.0,0
grupa20,K,0.0,0
grupa20,MG,0.417061611374,88
grupa20,MN,0.0947867298578,20
grupa20,MSE,0.0,0
grupa20,NA,0.00473933649289,1
grupa20,NI,0.0189573459716,4
grupa20,SEP,0.00473933649289,1
grupa20,SR,0.0,0
grupa20,TPO,0.0142180094787,3
grupa20,ZN,0.270142180095,57
grupa3,CA,0.070351758794,14
grupa3,CAF,0.0,0
grupa3,CAS,0.0,0
grupa3,CD,0.0100502512563,2
grupa3,CO,0.00502512562814,1
grupa3,CS,0.0,0
grupa3,CSD,0.0,0
grupa3,CU,0.0100502512563,2
grupa3,DAL,0.0,0
grupa3,FE,0.0,0
grupa3,FE2,0.00502512562814,1
grupa3,GA,0.0,0
grupa3,HG,0.0,0
grupa3,K,0.00502512562814,1
grupa3,MG,0.165829145729,33
grupa3,MN,0.070351758794,14
grupa3,MSE,0.0,0
grupa3,NA,0.00502512562814,1
grupa3,NI,0.00502512562814,1
grupa3,SEP,0.00502512562814,1
grupa3,SR,0.0,0
grupa3,TPO,0.0150753768844,3
grupa3,ZN,0.628140703518,125
grupa4,CA,0.122557726465,69
grupa4,CAF,0.00355239786856,2
grupa4,CAS,0.00177619893428,1
grupa4,CD,0.0142095914742,8
grupa4,CO,0.0106571936057,6
grupa4,CS,0.0,0
grupa4,CSD,0.00355239786856,2
grupa4,CU,0.00710479573712,4
grupa4,DAL,0.00710479573712,4
grupa4,FE,0.0337477797513,19
grupa4,FE2,0.00355239786856,2
grupa4,GA,0.0,0
grupa4,HG,0.00177619893428,1
grupa4,K,0.00177619893428,1
grupa4,MG,0.181172291297,102
grupa4,MN,0.0355239786856,20
grupa4,MSE,0.00177619893428,1
grupa4,NA,0.0284191829485,16
grupa4,NI,0.0213143872114,12
grupa4,SEP,0.0,0
grupa4,SR,0.0,0
grupa4,TPO,0.0,0
grupa4,ZN,0.520426287744,293
grupa5,CA,0.114942528736,10
grupa5,CAF,0.0,0
grupa5,CAS,0.0,0
grupa5,CD,0.0,0
grupa5,CO,0.0459770114943,4
grupa5,CS,0.0,0
grupa5,CSD,0.0,0
grupa5,CU,0.0,0
grupa5,DAL,0.0,0
grupa5,FE,0.0459770114943,4
grupa5,FE2,0.0114942528736,1
grupa5,GA,0.0,0
grupa5,HG,0.0,0
grupa5,K,0.0229885057471,2
grupa5,MG,0.287356321839,25
grupa5,MN,0.0574712643678,5
